"","id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age"
"191","A679458",7,"05/28/2014 05:34:00 PM","Euthanasia","05/21/2014 12:27:00 PM","Stray","Domestic Shorthair Mix","Torbie/White",3
"192","A736908",45,"12/03/2016 12:46:00 PM","Adoption","10/19/2016 11:04:00 AM","Stray","Domestic Medium Hair Mix","Black",1
"193","A757911",7,"09/15/2017 07:20:00 PM","Transfer","09/08/2017 12:28:00 PM","Stray","Domestic Medium Hair Mix","Black/White",4
"194","A721759",3,"03/06/2016 05:21:00 PM","Adoption","03/03/2016 05:50:00 PM","Owner Surrender","Domestic Longhair Mix","Orange Tabby",96
"195","A713361",7,"10/13/2015 02:29:00 PM","Transfer","10/06/2015 10:19:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",24
"196","A709504",1,"08/11/2015 09:00:00 AM","Transfer","08/10/2015 11:01:00 AM","Stray","Domestic Shorthair Mix","White/Black",5
"197","A731494",69,"09/30/2016 09:28:00 AM","Adoption","07/23/2016 11:12:00 AM","Stray","Bombay Mix","Black",3
"198","A731804",53,"09/18/2016 06:05:00 PM","Adoption","07/27/2016 04:14:00 PM","Stray","Domestic Shorthair Mix","Blue/White",12
"199","A735184",10,"09/30/2016 12:00:00 AM","Transfer","09/20/2016 11:27:00 AM","Stray","Domestic Shorthair Mix","Torbie",4
"200","A618681",5,"11/01/2014 02:26:00 PM","Transfer","10/27/2014 03:24:00 PM","Stray","Tonkinese Mix","Tortie",48
"201","A732733",1,"08/14/2016 12:00:00 AM","Transfer","08/13/2016 11:42:00 AM","Public Assist","Domestic Shorthair Mix","Black/White",12
"202","A760380",4,"10/21/2017 12:20:00 PM","Adoption","10/17/2017 01:06:00 PM","Owner Surrender","Domestic Medium Hair Mix","Orange Tabby",5
"203","A734064",8,"09/08/2016 11:41:00 AM","Transfer","08/31/2016 06:43:00 PM","Stray","Domestic Shorthair Mix","Blue/White",3
"204","A701397",42,"06/09/2015 11:59:00 AM","Adoption","04/28/2015 06:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"205","A719480",19,"02/09/2016 04:31:00 PM","Transfer","01/21/2016 11:10:00 AM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby/White",24
"206","A711477",9,"09/16/2015 06:26:00 PM","Adoption","09/07/2015 12:29:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",6
"207","A755040",67,"10/03/2017 04:44:00 PM","Adoption","07/28/2017 02:18:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"208","A724748",68,"06/28/2016 02:50:00 PM","Adoption","04/21/2016 01:12:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",8
"209","A719790",5,"02/01/2016 01:30:00 PM","Adoption","01/27/2016 06:54:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",1
"210","A703590",71,"08/06/2015 06:22:00 PM","Adoption","05/27/2015 11:14:00 AM","Stray","Domestic Longhair Mix","Black/White",1
"211","A735680",8,"10/05/2016 07:00:00 PM","Adoption","09/27/2016 12:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2
"212","A683365",4,"07/13/2014 06:20:00 PM","Adoption","07/09/2014 04:23:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/Black",2
"213","A762769",4,"11/30/2017 04:30:00 PM","Adoption","11/26/2017 05:55:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1
"214","A703513",55,"07/19/2015 07:13:00 PM","Adoption","05/25/2015 03:48:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1
"215","A734160",1,"09/03/2016 09:00:00 AM","Transfer","09/02/2016 12:22:00 PM","Stray","Domestic Medium Hair Mix","Tortie",24
"216","A738367",100,"02/21/2017 01:46:00 PM","Euthanasia","11/13/2016 04:40:00 PM","Stray","Domestic Shorthair Mix","Tortie",12
"217","A771410",7,"05/11/2018 01:10:00 PM","Adoption","05/04/2018 02:12:00 PM","Owner Surrender","Domestic Longhair Mix","Orange Tabby/White",5
"218","A678870",80,"08/01/2014 11:18:00 AM","Adoption","05/13/2014 03:46:00 PM","Stray","Domestic Shorthair Mix","Black",1
"219","A760954",47,"12/12/2017 12:21:00 PM","Adoption","10/26/2017 03:59:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",1
"220","A762380",3,"11/22/2017 12:21:00 PM","Transfer","11/19/2017 02:03:00 PM","Stray","Domestic Medium Hair Mix","Cream Tabby",9
"221","A690626",1,"10/24/2014 09:00:00 AM","Transfer","10/23/2014 12:40:00 PM","Stray","Domestic Shorthair Mix","Tortie",7
"222","A747163",5,"04/20/2017 05:23:00 PM","Adoption","04/15/2017 04:06:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",1
"223","A712673",25,"10/21/2015 07:10:00 PM","Adoption","09/26/2015 02:33:00 PM","Stray","Siamese Mix","Seal Point",4
"224","A746450",4,"04/07/2017 04:20:00 PM","Adoption","04/03/2017 12:06:00 PM","Stray","Domestic Medium Hair Mix","Black/White",72
"225","A768481",4,"03/24/2018 04:57:00 PM","Transfer","03/20/2018 11:48:00 AM","Stray","Domestic Shorthair Mix","Cream",24
"226","A715350",23,"11/27/2015 07:00:00 PM","Adoption","11/04/2015 11:47:00 AM","Owner Surrender","Domestic Medium Hair Mix","Black",1
"227","A711229",15,"09/19/2015 01:57:00 PM","Adoption","09/04/2015 09:57:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"228","A752515",1,"06/24/2017 10:58:00 AM","Euthanasia","06/23/2017 11:45:00 AM","Stray","Domestic Shorthair Mix","Black/White",3
"229","A732037",211,"02/28/2017 09:01:00 AM","Adoption","08/01/2016 09:52:00 AM","Stray","Domestic Medium Hair Mix","Black",36
"230","A692951",1,"11/30/2014 09:00:00 AM","Transfer","11/29/2014 10:41:00 AM","Stray","Domestic Shorthair Mix","Gray Tabby/White",12
"231","A771087",4,"05/04/2018 12:00:00 AM","Transfer","04/30/2018 12:48:00 PM","Stray","Domestic Shorthair Mix","Calico",12
"232","A688543",4,"09/24/2014 02:59:00 PM","Transfer","09/20/2014 03:39:00 PM","Stray","Domestic Shorthair Mix","Black",1
"233","A745204",39,"04/22/2017 09:33:00 AM","Transfer","03/14/2017 03:16:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12
"234","A749213",50,"07/01/2017 04:44:00 PM","Adoption","05/12/2017 11:21:00 AM","Stray","Domestic Shorthair Mix","Black/White",3
"235","A707239",12,"07/22/2015 02:29:00 PM","Transfer","07/10/2015 11:14:00 AM","Owner Surrender","Domestic Medium Hair Mix","Tortie",24
"236","A705795",10,"07/01/2015 12:01:00 PM","Transfer","06/21/2015 01:58:00 PM","Stray","Snowshoe Mix","Seal Point",2
"237","A715749",1,"11/10/2015 09:00:00 AM","Transfer","11/09/2015 12:00:00 PM","Stray","Domestic Longhair Mix","Orange Tabby/White",24
"238","A729398",4,"06/21/2016 02:49:00 PM","Adoption","06/17/2016 04:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",3
"239","A702971",58,"07/16/2015 05:43:00 PM","Adoption","05/19/2015 05:14:00 PM","Stray","Domestic Shorthair Mix","Calico",1
"240","A737007",30,"11/19/2016 12:16:00 PM","Adoption","10/20/2016 04:47:00 PM","Owner Surrender","Domestic Medium Hair","Brown Tabby/White",1
"241","A766824",62,"04/20/2018 03:32:00 PM","Transfer","02/17/2018 02:06:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",72
"242","A754959",17,"08/13/2017 04:52:00 PM","Adoption","07/27/2017 10:52:00 AM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby",168
"243","A761008",73,"01/08/2018 04:03:00 PM","Adoption","10/27/2017 05:00:00 PM","Stray","Domestic Shorthair Mix","Black",3
"244","A730207",1,"07/01/2016 02:45:00 PM","Euthanasia","06/30/2016 11:55:00 AM","Public Assist","Domestic Shorthair Mix","Tricolor/Orange",60
"245","A710277",1,"08/21/2015 09:00:00 AM","Transfer","08/20/2015 03:56:00 PM","Stray","Domestic Longhair Mix","Brown Tabby/White",3
"246","A689415",4,"10/07/2014 07:14:00 PM","Adoption","10/03/2014 06:59:00 PM","Stray","Domestic Shorthair Mix","Black",2
"247","A751298",12,"06/18/2017 01:33:00 PM","Adoption","06/06/2017 12:26:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",1
"248","A746161",1,"03/30/2017 03:24:00 PM","Transfer","03/29/2017 01:26:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1
"249","A691773",27,"12/06/2014 06:22:00 PM","Adoption","11/09/2014 12:35:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3
"250","A754141",24,"08/09/2017 01:01:00 PM","Transfer","07/16/2017 12:55:00 PM","Stray","Domestic Shorthair Mix","Black/White",2
"251","A684275",4,"07/25/2014 04:51:00 PM","Transfer","07/21/2014 02:27:00 PM","Stray","Manx Mix","Orange Tabby/White",5
"252","A721990",4,"03/12/2016 06:24:00 PM","Adoption","03/08/2016 04:32:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",10
"253","A747028",129,"08/19/2017 07:23:00 PM","Adoption","04/12/2017 04:38:00 PM","Stray","Domestic Shorthair Mix","Torbie",60
"254","A678361",34,"06/10/2014 12:52:00 PM","Adoption","05/07/2014 06:01:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"255","A736004",35,"11/06/2016 02:01:00 PM","Transfer","10/02/2016 04:54:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",6
"256","A745897",65,"05/30/2017 09:59:00 AM","Adoption","03/26/2017 08:59:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",48
"257","A741859",5,"01/15/2017 06:46:00 PM","Adoption","01/10/2017 01:48:00 PM","Stray","Domestic Shorthair Mix","Calico",3
"258","A676461",4,"04/14/2014 05:09:00 PM","Adoption","04/10/2014 02:25:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4
"259","A748200",92,"07/31/2017 04:40:00 PM","Adoption","04/30/2017 04:25:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4
"260","A707458",59,"09/10/2015 12:32:00 PM","Adoption","07/13/2015 12:41:00 PM","Stray","Domestic Longhair Mix","Blue",1
"261","A715230",9,"11/11/2015 12:31:00 PM","Transfer","11/02/2015 12:56:00 PM","Stray","Domestic Medium Hair Mix","White/Blue",1
"262","A678959",27,"06/10/2014 12:57:00 PM","Adoption","05/14/2014 02:32:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",84
"263","A769546",3,"04/09/2018 02:04:00 PM","Euthanasia","04/06/2018 11:54:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",120
"264","A708568",4,"08/02/2015 01:23:00 PM","Transfer","07/29/2015 02:01:00 PM","Stray","Domestic Shorthair Mix","Black/White",4
"265","A689355",10,"10/12/2014 06:00:00 PM","Adoption","10/02/2014 03:42:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",5
"266","A699739",1,"04/02/2015 09:00:00 AM","Transfer","04/01/2015 05:22:00 PM","Stray","Domestic Shorthair Mix","Cream/White",12
"267","A713343",46,"11/20/2015 05:54:00 PM","Adoption","10/05/2015 06:04:00 PM","Stray","Domestic Medium Hair Mix","Blue Smoke",4
"268","A713400",2,"10/08/2015 01:47:00 PM","Transfer","10/06/2015 12:28:00 PM","Stray","Domestic Shorthair Mix","Black",4
"269","A705413",4,"06/21/2015 11:20:00 AM","Euthanasia","06/17/2015 08:04:00 AM","Stray","Domestic Shorthair Mix","Black",36
"270","A677112",28,"05/17/2014 11:29:00 AM","Transfer","04/19/2014 03:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",5
"271","A771201",4,"05/05/2018 07:20:00 PM","Transfer","05/01/2018 06:32:00 PM","Stray","Domestic Medium Hair Mix","Black",3
"272","A669479",31,"01/21/2014 11:06:00 AM","Adoption","12/21/2013 03:00:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"273","A749861",7,"05/27/2017 03:37:00 PM","Adoption","05/20/2017 02:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby",1
"274","A681978",4,"06/26/2014 05:15:00 PM","Transfer","06/22/2014 11:42:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby/White",2
"275","A760598",4,"10/24/2017 03:04:00 PM","Transfer","10/20/2017 03:47:00 PM","Stray","American Shorthair Mix","Black/Black",12
"276","A699803",20,"04/22/2015 07:33:00 AM","Adoption","04/02/2015 03:29:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"277","A770271",44,NA,"Censored","04/17/2018 12:16:00 PM","Stray","Domestic Shorthair Mix","Tortie",84
"278","A759333",127,"02/04/2018 01:02:00 PM","Transfer","09/30/2017 03:39:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",60
"279","A728839",4,"06/13/2016 05:09:00 PM","Adoption","06/09/2016 11:57:00 AM","Owner Surrender","Domestic Shorthair Mix","White/Black",1
"280","A759166",37,"11/04/2017 06:11:00 PM","Adoption","09/28/2017 11:03:00 AM","Stray","Domestic Shorthair","Black",2
"281","A692876",13,"12/09/2014 03:18:00 PM","Transfer","11/26/2014 06:55:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",24
"282","A688454",29,"10/18/2014 07:15:00 PM","Adoption","09/19/2014 02:31:00 PM","Stray","Domestic Shorthair Mix","Black",4
"283","A713101",119,"01/29/2016 05:41:00 PM","Adoption","10/02/2015 02:42:00 PM","Stray","Domestic Shorthair Mix","Black",1
"284","A606330",14,"08/09/2015 06:58:00 PM","Adoption","07/26/2015 12:47:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",48
"285","A665182",9,"10/27/2013 02:42:00 PM","Transfer","10/18/2013 12:06:00 PM","Owner Surrender","Maine Coon Mix","Torbie/White",36
"286","A707972",1,"07/21/2015 12:58:00 PM","Transfer","07/20/2015 05:50:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5
"287","A752954",8,"07/07/2017 12:39:00 PM","Adoption","06/29/2017 12:22:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",3
"288","A746273",2,"04/01/2017 05:45:00 PM","Adoption","03/30/2017 03:00:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",2
"289","A672461",6,"02/16/2014 05:33:00 PM","Adoption","02/10/2014 04:21:00 PM","Stray","Domestic Shorthair Mix","Black",6
"290","A706923",6,"07/11/2015 04:20:00 PM","Adoption","07/05/2015 12:52:00 PM","Stray","Domestic Medium Hair","Cream Tabby/White",1
"291","A768588",23,"04/14/2018 02:05:00 PM","Transfer","03/22/2018 12:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Silver Tabby/White",72
"292","A674687",3,"03/19/2014 03:17:00 PM","Transfer","03/16/2014 03:33:00 PM","Owner Surrender","Siamese Mix","Lilac Point",3
"293","A733207",1,"08/19/2016 09:04:00 AM","Transfer","08/18/2016 05:38:00 PM","Stray","Domestic Shorthair Mix","Black",1
"294","A762172",3,"11/18/2017 07:10:00 PM","Transfer","11/15/2017 02:38:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5
"295","A669534",2,"12/24/2013 03:03:00 PM","Transfer","12/22/2013 12:28:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12
"296","A748907",106,"08/22/2017 06:58:00 PM","Adoption","05/08/2017 01:14:00 PM","Stray","Domestic Shorthair Mix","Black",3
"297","A725683",1,"05/02/2016 12:35:00 PM","Transfer","05/01/2016 04:46:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",0
"298","A765723",32,"02/26/2018 03:31:00 PM","Adoption","01/25/2018 01:43:00 PM","Stray","Domestic Shorthair Mix","Black",12
"299","A677823",3,"05/02/2014 04:25:00 PM","Adoption","04/29/2014 03:15:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",12
"300","A688963",41,"11/07/2014 12:07:00 PM","Adoption","09/27/2014 11:13:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",24
"301","A693306",32,"01/06/2015 06:38:00 PM","Adoption","12/05/2014 02:02:00 PM","Stray","Domestic Shorthair Mix","Calico",1
"302","A727062",46,"07/02/2016 05:43:00 PM","Adoption","05/17/2016 05:00:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"303","A709172",2,"08/07/2015 08:17:00 AM","Died","08/05/2015 03:30:00 PM","Stray","Domestic Shorthair","Calico",2
"304","A741891",5,"01/16/2017 05:31:00 PM","Adoption","01/11/2017 11:45:00 AM","Stray","Domestic Shorthair Mix","Tortie",3
"305","A758946",7,"10/01/2017 05:12:00 PM","Adoption","09/24/2017 12:19:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby/White",24
"306","A770144",4,"04/19/2018 02:29:00 PM","Transfer","04/15/2018 04:18:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",12
"307","A759946",70,"12/19/2017 05:03:00 PM","Adoption","10/10/2017 10:20:00 AM","Stray","Domestic Shorthair Mix","Black/White",4
"308","A668007",12,"12/08/2013 02:32:00 PM","Transfer","11/26/2013 01:04:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",12
"309","A665896",59,"12/22/2013 06:11:00 PM","Adoption","10/24/2013 11:56:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",3
"310","A691454",3,"11/07/2014 06:44:00 PM","Euthanasia","11/04/2014 06:07:00 PM","Stray","Domestic Shorthair Mix","Black",12
"311","A734092",12,"09/13/2016 07:25:00 PM","Transfer","09/01/2016 12:11:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"312","A716515",8,"11/28/2015 06:52:00 PM","Adoption","11/20/2015 01:03:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",2
"313","A727771",6,"05/31/2016 06:26:00 PM","Transfer","05/25/2016 04:02:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",12
"314","A733666",105,"12/08/2016 04:54:00 PM","Adoption","08/25/2016 12:50:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1
"315","A730066",41,"08/08/2016 05:55:00 PM","Adoption","06/28/2016 07:12:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
"316","A667024",5,"11/16/2013 02:26:00 PM","Transfer","11/11/2013 12:48:00 PM","Stray","Domestic Shorthair Mix","Tortie",1
"317","A721853",4,"03/09/2016 11:00:00 AM","Euthanasia","03/05/2016 06:14:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",60
"318","A771741",23,NA,"Censored","05/08/2018 11:22:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3
"319","A705100",9,"06/22/2015 12:58:00 PM","Transfer","06/13/2015 11:12:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"320","A731322",11,"07/31/2016 05:16:00 PM","Adoption","07/20/2016 01:53:00 PM","Stray","Domestic Shorthair Mix","White/Black",2
"321","A667816",52,"01/14/2014 02:51:00 PM","Transfer","11/23/2013 11:51:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby/White",12
"322","A751449",64,"08/11/2017 02:38:00 PM","Adoption","06/08/2017 12:48:00 PM","Stray","Domestic Shorthair","Brown Tabby",12
"323","A742433",495,NA,"Censored","01/21/2017 03:08:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby/White",168
"324","A726855",47,"07/01/2016 03:35:00 PM","Adoption","05/15/2016 02:02:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"325","A671523",1,"01/27/2014 04:27:00 PM","Transfer","01/26/2014 11:42:00 AM","Stray","Domestic Longhair Mix","Black/White",24
"326","A734596",2,"09/11/2016 05:38:00 PM","Transfer","09/09/2016 01:30:00 PM","Stray","Snowshoe Mix","Seal Point",3
"327","A729816",68,"08/31/2016 09:28:00 AM","Adoption","06/24/2016 11:38:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"328","A729370",6,"06/23/2016 10:37:00 PM","Adoption","06/17/2016 11:04:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"329","A764632",6,"01/09/2018 08:48:00 AM","Euthanasia","01/03/2018 09:11:00 AM","Stray","Domestic Shorthair Mix","Black/White",12
"330","A759115",3,"09/30/2017 06:47:00 PM","Transfer","09/27/2017 11:35:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",12
"331","A682464",10,"07/08/2014 02:45:00 PM","Transfer","06/28/2014 11:19:00 AM","Owner Surrender","Russian Blue Mix","Blue",60
"332","A705681",3,"06/23/2015 12:26:00 PM","Transfer","06/20/2015 11:44:00 AM","Stray","Domestic Shorthair Mix","Torbie/Brown",3
"333","A758922",5,"09/29/2017 11:59:00 AM","Adoption","09/24/2017 07:53:00 AM","Stray","Domestic Medium Hair","Tortie",2
"334","A670251",1,"01/05/2014 07:28:00 PM","Transfer","01/04/2014 11:35:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",10
"335","A714132",20,"11/07/2015 02:06:00 PM","Adoption","10/18/2015 01:00:00 PM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby",96
"336","A713228",103,"01/15/2016 11:50:00 AM","Adoption","10/04/2015 01:16:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"337","A742294",7,"01/26/2017 12:00:00 AM","Transfer","01/19/2017 10:13:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",72
"338","A692407",9,"11/28/2014 03:57:00 PM","Adoption","11/19/2014 06:06:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
"339","A670625",6,"01/17/2014 06:53:00 PM","Adoption","01/11/2014 11:33:00 AM","Stray","Domestic Shorthair Mix","White/Orange",5
"340","A732235",88,"10/31/2016 12:00:00 AM","Transfer","08/04/2016 02:46:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",7
"341","A681353",27,"07/12/2014 08:18:00 PM","Adoption","06/15/2014 12:25:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"342","A710988",1,"09/01/2015 09:00:00 AM","Transfer","08/31/2015 01:32:00 PM","Stray","Domestic Shorthair Mix","Black",24
"343","A705747",7,"06/27/2015 05:08:00 PM","Adoption","06/20/2015 05:08:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1
"344","A751531",7,"06/16/2017 03:33:00 PM","Adoption","06/09/2017 12:31:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2
"345","A666811",40,"12/17/2013 12:13:00 PM","Transfer","11/07/2013 03:20:00 PM","Public Assist","Siamese/Domestic Shorthair","Black",9
"346","A732477",8,"08/16/2016 12:00:00 AM","Adoption","08/08/2016 02:45:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",2
"347","A705502",4,"06/22/2015 06:34:00 PM","Adoption","06/18/2015 11:38:00 AM","Stray","Domestic Shorthair Mix","Black/White",2
